weight,max_load_capacity,passenger_count,cargo_weight,vehicle_type_2-wheeler,vehicle_type_4-wheeler 5-seater,vehicle_type_4-wheeler 7-seater,vehicle_type_delivery vehicle,vehicle_type_heavy vehicle,weight_scaled,max_load_capacity_scaled,passenger_count_scaled,cargo_weight_scaled,overload_status
1068,960,3,80,False,True,False,False,False,-0.4536470109349791,-0.48818993343296146,0.2914266620477251,-0.41248870620021283,Overloaded
257,226,2,0,True,False,False,False,False,-0.5600050931856101,-0.5812902123860783,-0.3335048467578974,-0.4277445203875593,Overloaded
1695,2080,1,311,False,False,False,True,False,-0.37141949235156896,-0.34612956227834185,-0.9584363555635198,-0.36843754273425,Not Overloaded
31126,30000,1,24727,False,False,False,False,True,3.4882903950939563,3.1952325472189607,-0.9584363555635198,4.2876369472438824,Overloaded
14781,17551,2,6394,False,False,False,False,True,1.344735704111757,1.6162061539119434,-0.3335048467578974,0.7915764285361048,Not Overloaded
1744,2194,2,237,False,False,False,True,False,-0.36499341833149385,-0.3316698459286752,-0.3335048467578974,-0.3825491708575455,Not Overloaded
1250,1101,1,199,False,False,True,False,False,-0.42977873600327154,-0.4703055474215317,-0.9584363555635198,-0.389795682596535,Overloaded
1119,1429,3,20,False,False,True,False,False,-0.44695864817939074,-0.4287021530119645,0.2914266620477251,-0.42393056684072267,Not Overloaded
1333,1069,3,118,False,False,True,False,False,-0.41889375347947083,-0.4743644151688065,0.2914266620477251,-0.4052421944612233,Overloaded
303,200,2,36,True,False,False,False,False,-0.553972452268805,-0.584588042430739,-0.3335048467578974,-0.4208794040032534,Overloaded
1149,1081,5,103,False,True,False,False,False,-0.4430243171466917,-0.4728423397635784,1.54128967965897,-0.4081026596213507,Overloaded
989,822,4,13,False,True,False,False,False,-0.4640074159877533,-0.5056938005930842,0.9163581708533476,-0.4252654505821155,Overloaded
1338,1497,7,1,False,False,True,False,False,-0.4182380316406877,-0.42007705904900544,2.7911526972702148,-0.42755382271021747,Not Overloaded
1460,1035,6,169,False,False,True,False,False,-0.4022384187743782,-0.47867696215028605,2.1662211884645926,-0.39551661291678997,Overloaded
183,206,1,11,True,False,False,False,False,-0.5697097763996012,-0.583827004728125,-0.9584363555635198,-0.42564684593679913,Not Overloaded
1018,1497,1,82,False,False,True,False,False,-0.4602042293228109,-0.42007705904900544,-0.9584363555635198,-0.4121073108455292,Not Overloaded
1561,1326,6,76,False,False,True,False,False,-0.38899283763095804,-0.44176663357350543,2.1662211884645926,-0.4132514969095802,Overloaded
21159,21711,1,11403,False,False,False,False,True,2.181174481663575,2.1438589610576733,-0.9584363555635198,1.7467810943413336,Not Overloaded
1183,1107,3,84,False,False,False,False,False,-0.4385654086429661,-0.46954450971891765,0.2914266620477251,-0.41172591549084553,Overloaded
199,239,1,9,True,False,False,False,False,-0.567611466515495,-0.5796412973637478,-0.9584363555635198,-0.4260282412914828,Not Overloaded
15143,17366,2,6003,False,False,False,False,True,1.392209965239659,1.5927408247480108,-0.3335048467578974,0.717013636695449,Not Overloaded
197,241,1,5,True,False,False,False,False,-0.5678737552510082,-0.5793876181295431,-0.9584363555635198,-0.4267910320008501,Not Overloaded
978,964,4,77,False,True,False,False,False,-0.4654500040330763,-0.4876825749645521,0.9163581708533476,-0.4130607992322383,Overloaded
208,310,1,49,True,False,False,False,False,-0.5664311672056853,-0.5706356845494818,-0.9584363555635198,-0.4184003341978096,Not Overloaded
12621,19766,3,7195,False,False,False,False,True,1.0614638697574252,1.8971559057936243,0.2914266620477251,0.944325268086911,Not Overloaded
10726,15817,2,3889,False,False,False,False,True,0.812945292858602,1.3962662578564877,-0.3335048467578974,0.3138787467948194,Not Overloaded
943,1356,1,52,False,False,True,False,False,-0.4700400569045585,-0.4379614450604353,-0.9584363555635198,-0.4178282411657841,Not Overloaded
1651,2061,1,228,False,False,False,True,False,-0.3771898445328609,-0.3485395150032863,-0.9584363555635198,-0.38426544995362194,Not Overloaded
174,277,1,11,True,False,False,False,False,-0.5708900757094109,-0.574821391913859,-0.9584363555635198,-0.42564684593679913,Not Overloaded
1164,1029,2,146,False,False,True,False,False,-0.44105715163034215,-0.4794379998529001,-0.3335048467578974,-0.39990265949565207,Overloaded
14263,14410,1,6375,False,False,False,False,True,1.27680292161382,1.217802916593497,-0.9584363555635198,0.78795317266661,Not Overloaded
282,244,2,23,True,False,False,False,False,-0.5567264839916942,-0.5790070992782361,-0.3335048467578974,-0.4233584738086972,Overloaded
16419,13358,2,9417,False,False,False,False,True,1.559550178497125,1.0843676394018364,-0.3335048467578974,1.3680555071404583,Overloaded
1068,842,4,79,False,True,False,False,False,-0.4536470109349791,-0.5031570082510375,0.9163581708533476,-0.4126794038775547,Overloaded
280,204,2,17,True,False,False,False,False,-0.5569887727272076,-0.5840806839623297,-0.3335048467578974,-0.42450265987274816,Overloaded
1985,2126,2,479,False,False,False,True,False,-0.3333876257021448,-0.3402949398916343,-0.3335048467578974,-0.3364003329408225,Not Overloaded
1094,936,4,80,False,True,False,False,False,-0.4502372573733066,-0.4912340842434176,0.9163581708533476,-0.41248870620021283,Overloaded
216,289,1,21,True,False,False,False,False,-0.5653820122636322,-0.5732993165086309,-0.9584363555635198,-0.42373986916338086,Not Overloaded
12739,16339,2,3514,False,False,False,False,True,1.0769389051527083,1.4624765379839086,-0.3335048467578974,0.24236711779163297,Not Overloaded
1377,2491,1,45,False,False,False,True,False,-0.4131234012981789,-0.29399847964928055,-0.9584363555635198,-0.41916312490717694,Not Overloaded
1446,1105,5,154,False,False,True,False,False,-0.4040744399229711,-0.4697981889531223,1.54128967965897,-0.3983770780769174,Overloaded
9056,11768,1,2076,False,False,False,False,True,0.5939341987050214,0.8826926482091176,-0.9584363555635198,-0.03185614222591924,Not Overloaded
1141,1184,3,122,False,True,False,False,False,-0.44407347208874476,-0.45977785920203756,0.2914266620477251,-0.404479403751856,Not Overloaded
1159,1149,1,181,False,False,True,False,False,-0.44171287346912536,-0.4642172458006194,-0.9584363555635198,-0.39322824078868795,Overloaded
271,229,2,17,True,False,False,False,False,-0.5581690720370173,-0.5809096935347712,-0.3335048467578974,-0.42450265987274816,Overloaded
897,1135,3,6,False,True,False,False,False,-0.47607269782136374,-0.46599300044005215,0.2914266620477251,-0.4266003343235083,Not Overloaded
1785,2245,2,299,False,False,False,True,False,-0.35961649925347183,-0.32520102545645596,-0.3335048467578974,-0.37072591486235196,Not Overloaded
10137,12784,2,4187,False,False,False,False,True,0.7357012602499439,1.011561699185094,-0.3335048467578974,0.3707066546426849,Not Overloaded
28432,29677,1,22692,False,False,False,False,True,3.134987468357582,3.1542633508949054,-0.9584363555635198,3.8995671738532574,Not Overloaded
1441,1840,2,77,False,False,False,True,False,-0.40473016176175425,-0.3765710703829032,-0.3335048467578974,-0.4130607992322383,Not Overloaded
1112,1038,2,149,False,False,True,False,False,-0.4478766587536872,-0.478296443298979,-0.3335048467578974,-0.3993305664636265,Overloaded
1280,1204,5,9,False,False,True,False,False,-0.4258444049705725,-0.4572410668599908,1.54128967965897,-0.4260282412914828,Overloaded
169,326,1,0,True,False,False,False,False,-0.571545797548194,-0.5686062506758444,-0.9584363555635198,-0.4277445203875593,Not Overloaded
1247,1255,3,158,False,False,True,False,False,-0.4301721691065415,-0.45077224638777147,0.2914266620477251,-0.39761428736755006,Not Overloaded
1320,1317,5,27,False,False,True,False,False,-0.42059863026030714,-0.44290819012742644,1.54128967965897,-0.4225956830993299,Overloaded
1554,1977,2,40,False,False,False,True,False,-0.3899108482052545,-0.35919404283988277,-0.3335048467578974,-0.42011661329388605,Not Overloaded
1426,1035,4,190,False,False,True,False,False,-0.4066973272781038,-0.47867696215028605,0.9163581708533476,-0.3915119616926115,Overloaded
1457,1357,6,114,False,False,True,False,False,-0.4026318518776481,-0.4378346054433329,2.1662211884645926,-0.40600498517059064,Overloaded
982,827,4,9,False,True,False,False,False,-0.46492542656204977,-0.5050596025075725,0.9163581708533476,-0.4260282412914828,Overloaded
29187,26376,2,23503,False,False,False,False,True,3.234001466013841,2.7355657748400843,-0.3335048467578974,4.054222990177482,Overloaded
854,812,1,93,False,True,False,False,False,-0.481711905634899,-0.5069621967641076,-0.9584363555635198,-0.41000963639476906,Overloaded
19895,16056,1,14307,False,False,False,False,True,2.0154080008191886,1.4265809263439468,-0.9584363555635198,2.3005671493420095,Overloaded
259,200,2,29,True,False,False,False,False,-0.5597428044500968,-0.584588042430739,-0.3335048467578974,-0.4222142877446462,Overloaded
24327,20512,2,16409,False,False,False,False,True,2.596639838716595,1.9917782601519691,-0.3335048467578974,2.701413667114537,Overloaded
1107,1183,5,129,False,True,False,False,False,-0.44853238059247036,-0.45990469881913987,1.54128967965897,-0.40314452001046314,Not Overloaded
1051,967,4,73,False,True,False,False,False,-0.45587646518684194,-0.48730205611324506,0.9163581708533476,-0.4138235899416057,Overloaded
253,234,2,23,True,False,False,False,False,-0.5605296706566367,-0.5802754954492595,-0.3335048467578974,-0.4233584738086972,Overloaded
30243,25241,1,22189,False,False,False,False,True,3.3724899183648476,2.5916028094289296,-0.9584363555635198,3.8036462421503168,Overloaded
29934,25458,2,21728,False,False,False,False,True,3.3319663087280476,2.6191270063401375,-0.3335048467578974,3.7157346128957327,Overloaded
312,240,2,44,True,False,False,False,False,-0.5527921529589952,-0.5795144577466455,-0.3335048467578974,-0.41935382258451875,Overloaded
278,296,2,11,True,False,False,False,False,-0.5572510614627209,-0.5724114391889145,-0.3335048467578974,-0.42564684593679913,Not Overloaded
16266,21957,3,6064,False,False,False,False,True,1.53948509023036,2.1750615068648487,0.2914266620477251,0.7286461950133006,Not Overloaded
1930,1971,1,380,False,False,False,True,False,-0.34060056592875976,-0.3599550805424968,-0.9584363555635198,-0.3552794029976637,Not Overloaded
935,833,4,6,False,True,False,False,False,-0.4710892118466116,-0.5042985648049585,0.9163581708533476,-0.4266003343235083,Overloaded
860,919,2,67,False,True,False,False,False,-0.48092503942835924,-0.49339035773415735,-0.3335048467578974,-0.41496777600565665,Not Overloaded
1779,1717,1,438,False,False,False,True,False,-0.3604033654600116,-0.3921723432864909,-0.9584363555635198,-0.34421893771183754,Overloaded
1096,1454,1,102,False,False,True,False,False,-0.44997496863779335,-0.42553116258440604,-0.9584363555635198,-0.4082933572986926,Not Overloaded
1594,1079,6,166,False,False,True,False,False,-0.38466507349498913,-0.47309601899778314,2.1662211884645926,-0.39608870594881546,Overloaded
21805,20923,2,12395,False,False,False,False,True,2.2658937432343613,2.0439093427810304,-0.3335048467578974,1.9359531902644294,Overloaded
1431,2129,1,95,False,False,False,True,False,-0.4060416054393206,-0.33991442104032726,-0.9584363555635198,-0.4096282410400854,Not Overloaded
777,1074,2,27,False,True,False,False,False,-0.49181002195215995,-0.4737302170832948,-0.3335048467578974,-0.4225956830993299,Not Overloaded
29549,26635,1,24000,False,False,False,False,True,3.281475727141743,2.7684172356695904,-0.9584363555635198,4.148999735816371,Overloaded
1379,1208,6,45,False,False,True,False,False,-0.41286111256266567,-0.4567337083915814,2.1662211884645926,-0.41916312490717694,Overloaded
10633,26334,2,3623,False,False,False,False,True,0.8007488666572349,2.730238510921786,-0.3335048467578974,0.2631531646218925,Not Overloaded
1251,1178,3,101,False,False,True,False,False,-0.4296475916355149,-0.46053889690465155,0.2914266620477251,-0.4084840549760344,Overloaded
1594,2418,1,118,False,False,False,True,False,-0.38466507349498913,-0.3032577716977513,-0.9584363555635198,-0.4052421944612233,Not Overloaded
273,266,2,42,True,False,False,False,False,-0.557906783301504,-0.5762166277019847,-0.3335048467578974,-0.41973521793920243,Overloaded
1765,2361,1,329,False,False,False,True,False,-0.36223938660860455,-0.3104876298725846,-0.9584363555635198,-0.36500498454209707,Not Overloaded
190,293,1,31,True,False,False,False,False,-0.5687917658253047,-0.5727919580402215,-0.9584363555635198,-0.4218328923899625,Not Overloaded
1098,1337,2,1,False,False,True,False,False,-0.4497126799022801,-0.4403713977853797,-0.3335048467578974,-0.42755382271021747,Not Overloaded
1450,1017,6,53,False,False,True,False,False,-0.4035498624519446,-0.4809600752581281,2.1662211884645926,-0.4176375434884423,Overloaded
1343,1354,5,85,False,False,True,False,False,-0.4175823098019045,-0.43821512429463993,1.54128967965897,-0.4115352178135037,Not Overloaded
847,1200,2,10,False,True,False,False,False,-0.4826299162091955,-0.4577484253284001,-0.3335048467578974,-0.425837543614141,Not Overloaded
1064,1096,5,39,False,True,False,False,False,-0.4541715884060057,-0.4709397455070434,1.54128967965897,-0.4203073109712279,Not Overloaded
1599,2310,1,301,False,False,False,True,False,-0.3840093516562059,-0.3169564503448039,-0.9584363555635198,-0.37034451950766833,Not Overloaded
1167,1437,3,41,False,False,True,False,False,-0.44066371852707226,-0.4276874360751458,0.2914266620477251,-0.41992591561654424,Not Overloaded
184,347,1,15,True,False,False,False,False,-0.5695786320318444,-0.5659426187166953,-0.9584363555635198,-0.42488405522743183,Not Overloaded
1202,867,5,61,False,True,False,False,False,-0.43607366565559,-0.49998601782347896,1.54128967965897,-0.41611196206970763,Overloaded
1096,1121,1,40,False,False,True,False,False,-0.44997496863779335,-0.4677687550794849,-0.9584363555635198,-0.42011661329388605,Not Overloaded
10009,22210,2,219,False,False,False,False,True,0.7189147811770946,2.2071519299917406,-0.3335048467578974,-0.3859817290496984,Not Overloaded
1675,1647,1,473,False,False,False,True,False,-0.3740423797067017,-0.4010511164836546,-0.9584363555635198,-0.3375445190048735,Overloaded
1747,2334,2,101,False,False,False,True,False,-0.36459998522822396,-0.3139122995343478,-0.3335048467578974,-0.4084840549760344,Not Overloaded
1849,2248,2,456,False,False,False,True,False,-0.3512232597170472,-0.32482050660514894,-0.3335048467578974,-0.3407863795196846,Not Overloaded
23374,15600,2,14815,False,False,False,False,True,2.471659256244522,1.3687420609452803,-0.3335048467578974,2.3974415694316593,Overloaded
1277,1293,6,8,False,False,True,False,False,-0.4262378380738424,-0.4459523409378826,2.1662211884645926,-0.4262189389688246,Not Overloaded
1120,816,5,127,False,True,False,False,False,-0.4468275038116341,-0.5064548382956983,1.54128967965897,-0.4035259153651468,Overloaded
879,852,1,90,False,True,False,False,False,-0.47843329644098315,-0.501888612080014,-0.9584363555635198,-0.41058172942679455,Overloaded
1890,2061,2,354,False,False,False,True,False,-0.34584634063902514,-0.3485395150032863,-0.3335048467578974,-0.3602375426085513,Not Overloaded
1285,1081,3,175,False,False,True,False,False,-0.4251886831317893,-0.4728423397635784,0.2914266620477251,-0.39437242685273893,Overloaded
205,349,1,34,True,False,False,False,False,-0.5668246003089552,-0.5656889394824905,-0.9584363555635198,-0.42126079935793703,Not Overloaded
18425,13491,2,12465,False,False,False,False,True,1.822625780216935,1.1012373084764475,-0.3335048467578974,1.9493020276783575,Overloaded
1056,1146,2,142,False,True,False,False,False,-0.45522074334805873,-0.4645977646519264,-0.3335048467578974,-0.40066545020501937,Not Overloaded
1008,1187,2,8,False,False,True,False,False,-0.4615156730003772,-0.45939734035073054,-0.3335048467578974,-0.4262189389688246,Not Overloaded
1097,1186,2,147,False,True,False,False,False,-0.4498438242700367,-0.45952417996783285,-0.3335048467578974,-0.3997119618183102,Not Overloaded
1200,1100,2,184,False,False,True,False,False,-0.4363359543911033,-0.470432387038634,-0.3335048467578974,-0.39265614775666247,Overloaded
1290,1410,4,85,False,False,True,False,False,-0.42453296129300616,-0.43111210573690895,0.9163581708533476,-0.4115352178135037,Not Overloaded
861,1082,1,33,False,True,False,False,False,-0.4807938950606026,-0.4727155001464761,-0.9584363555635198,-0.4214514970352789,Not Overloaded
1868,1780,1,419,False,False,False,True,False,-0.3487315167296711,-0.38418144740904353,-0.9584363555635198,-0.34784219358133234,Overloaded
1129,809,4,139,False,True,False,False,False,-0.4456472045018244,-0.5073427156154147,0.9163581708533476,-0.40123754323704486,Overloaded
21609,25609,1,15964,False,False,False,False,True,2.240189447154061,2.6382797885225906,-0.9584363555635198,2.6165532006974224,Not Overloaded
187,274,1,9,True,False,False,False,False,-0.5691851989285746,-0.5752019107651659,-0.9584363555635198,-0.4260282412914828,Not Overloaded
7736,29997,2,824,False,False,False,False,True,0.4208236332662632,3.1948520283676536,-0.3335048467578974,-0.270609634257891,Not Overloaded
12962,22996,2,4922,False,False,False,False,True,1.1061840991624379,2.3068478690341787,-0.3335048467578974,0.5108694474889303,Not Overloaded
206,201,1,26,True,False,False,False,False,-0.5666934559411986,-0.5844612028136367,-0.9584363555635198,-0.4227863807766717,Overloaded
905,829,1,92,False,True,False,False,False,-0.47502354287931065,-0.5048059232733678,-0.9584363555635198,-0.4102003340721109,Overloaded
9538,17364,1,1534,False,False,False,False,True,0.6571457839637195,1.592487145513806,-0.9584363555635198,-0.13521428334519137,Not Overloaded
1268,1251,2,142,False,False,True,False,False,-0.42741813738365214,-0.45127960485618085,-0.3335048467578974,-0.40066545020501937,Overloaded
1134,1140,1,112,False,False,True,False,False,-0.4449914826630412,-0.46535880235454047,-0.9584363555635198,-0.40638638052527426,Not Overloaded
753,810,1,39,False,True,False,False,False,-0.4949574867783192,-0.5072158759983123,-0.9584363555635198,-0.4203073109712279,Not Overloaded
1836,2397,1,395,False,False,False,True,False,-0.35292813649788346,-0.3059214036569004,-0.9584363555635198,-0.35241893783753625,Not Overloaded
1450,1835,2,259,False,False,False,True,False,-0.4035498624519446,-0.3772052684684149,-0.3335048467578974,-0.3783538219560252,Not Overloaded
1702,1824,2,84,False,False,False,True,False,-0.37050148177727255,-0.3786005042565406,-0.3335048467578974,-0.41172591549084553,Not Overloaded
1076,1077,3,131,False,True,False,False,False,-0.45259785599292607,-0.4733496982319878,0.2914266620477251,-0.4027631246557795,Not Overloaded
1709,1937,2,314,False,False,False,True,False,-0.3695834712029761,-0.36426762752397635,-0.3335048467578974,-0.3678654497022245,Not Overloaded
15890,10540,2,9654,False,False,False,False,True,1.4901748079538653,0.7269335984074454,-0.3335048467578974,1.4132508566704722,Overloaded
1159,936,5,116,False,True,False,False,False,-0.44171287346912536,-0.4912340842434176,1.54128967965897,-0.40562358981590696,Overloaded
1449,2249,1,111,False,False,False,True,False,-0.4036810068197012,-0.3246936669880466,-0.9584363555635198,-0.4065770782026161,Not Overloaded
977,819,3,113,False,True,False,False,False,-0.4655811484008329,-0.5060743194443913,0.2914266620477251,-0.40619568284793245,Overloaded
1269,1183,4,89,False,False,True,False,False,-0.4272869930158955,-0.45990469881913987,0.9163581708533476,-0.41077242710413636,Overloaded
1269,1061,4,130,False,False,True,False,False,-0.4272869930158955,-0.4753791321056252,0.9163581708533476,-0.4029538223331213,Overloaded
204,342,1,36,True,False,False,False,False,-0.5669557446767118,-0.566576816802207,-0.9584363555635198,-0.4208794040032534,Not Overloaded
948,876,2,41,False,True,False,False,False,-0.4693843350657753,-0.49884446126955795,-0.3335048467578974,-0.41992591561654424,Overloaded
1706,1862,2,431,False,False,False,True,False,-0.36997690430624597,-0.37378059880665176,-0.3335048467578974,-0.3455538214532304,Not Overloaded
940,852,3,61,False,True,False,False,False,-0.4704334900078284,-0.501888612080014,0.2914266620477251,-0.41611196206970763,Overloaded
18840,25881,3,12997,False,False,False,False,True,1.8770506928359385,2.672780164374427,0.2914266620477251,2.0507531920242115,Not Overloaded
975,1059,2,120,False,True,False,False,False,-0.4658434371363462,-0.47563281133982993,-0.3335048467578974,-0.40486079910653966,Not Overloaded
1558,1399,7,102,False,False,True,False,False,-0.389386270734228,-0.43250734152503467,2.7911526972702148,-0.4082933572986926,Overloaded
12109,17875,3,3178,False,False,False,False,True,0.9943179534660281,1.6573021898531013,0.2914266620477251,0.17829269820477794,Not Overloaded
195,346,1,38,True,False,False,False,False,-0.5681360439865215,-0.5660694583337975,-0.9584363555635198,-0.42049800864856973,Not Overloaded
13336,15794,1,4596,False,False,False,False,True,1.1552320927034194,1.393348946663134,-0.9584363555635198,0.44870200467549354,Not Overloaded
1767,2402,2,299,False,False,False,True,False,-0.36197709787309124,-0.3052872055713887,-0.3335048467578974,-0.37072591486235196,Not Overloaded
808,851,2,0,False,True,False,False,False,-0.48774454655170424,-0.5020154516971164,-0.3335048467578974,-0.4277445203875593,Not Overloaded
308,315,2,39,True,False,False,False,False,-0.5533167304300217,-0.5700014864639701,-0.3335048467578974,-0.4203073109712279,Not Overloaded
964,817,1,123,False,True,False,False,False,-0.4672860251816692,-0.5063279986785959,-0.9584363555635198,-0.40428870607451417,Overloaded
1320,1260,6,62,False,False,True,False,False,-0.42059863026030714,-0.4501380483022598,2.1662211884645926,-0.4159212643923658,Overloaded
296,326,2,27,True,False,False,False,False,-0.5548904628431014,-0.5686062506758444,-0.3335048467578974,-0.4225956830993299,Not Overloaded
1455,1927,2,88,False,False,False,True,False,-0.40289414061316137,-0.3655360236949997,-0.3335048467578974,-0.41096312478147823,Not Overloaded
1507,2390,2,88,False,False,False,True,False,-0.39607463348981636,-0.3068092809766168,-0.3335048467578974,-0.41096312478147823,Not Overloaded
1229,846,5,128,False,True,False,False,False,-0.4325327677261609,-0.502649649782628,1.54128967965897,-0.403335217687805,Overloaded
1610,1956,2,68,False,False,False,True,False,-0.38256676361088293,-0.3618576747990319,-0.3335048467578974,-0.41477707832831484,Not Overloaded
188,300,1,7,True,False,False,False,False,-0.5690540545608179,-0.5719040807205051,-0.9584363555635198,-0.4264096366461665,Not Overloaded
252,330,2,9,True,False,False,False,False,-0.5606608150243934,-0.5680988922074349,-0.3335048467578974,-0.4260282412914828,Not Overloaded
227,215,1,37,True,False,False,False,False,-0.5639394242183092,-0.582685448174204,-0.9584363555635198,-0.42068870632591154,Overloaded
1450,1102,5,192,False,False,True,False,False,-0.4035498624519446,-0.47017870780442933,1.54128967965897,-0.39113056633792787,Overloaded
242,210,2,4,True,False,False,False,False,-0.5619722587019597,-0.5833196462597157,-0.3335048467578974,-0.426981729678192,Overloaded
1549,1106,5,200,False,False,True,False,False,-0.39056657004403766,-0.46967134933601995,1.54128967965897,-0.3896049849191932,Overloaded
28372,22337,2,21605,False,False,False,False,True,3.1271188062921835,2.2232605613637375,-0.3335048467578974,3.6922787985826875,Overloaded
1357,2323,1,150,False,False,False,True,False,-0.4157462886533116,-0.3153075353224735,-0.9584363555635198,-0.3991398687862847,Not Overloaded
1253,1975,1,129,False,False,False,True,False,-0.42938530290000165,-0.35944772207408743,-0.9584363555635198,-0.40314452001046314,Not Overloaded
1426,1325,4,147,False,False,True,False,False,-0.4066973272781038,-0.44189347319060773,0.9163581708533476,-0.3997119618183102,Overloaded
1425,1074,6,102,False,False,True,False,False,-0.40682847164586045,-0.4737302170832948,2.1662211884645926,-0.4082933572986926,Overloaded
16822,12049,1,10828,False,False,False,False,True,1.612401358703049,0.9183345806148748,-0.9584363555635198,1.637129929869781,Overloaded
1488,1152,7,44,False,False,True,False,False,-0.39856637647719245,-0.4638367269493124,2.7911526972702148,-0.41935382258451875,Overloaded
942,898,2,74,False,True,False,False,False,-0.47017120127231515,-0.4960539896933065,-0.3335048467578974,-0.41363289226426386,Overloaded
1577,1569,2,214,False,False,False,True,False,-0.3868945277468519,-0.41094460661763704,-0.3335048467578974,-0.3869352174364076,Overloaded
1465,1381,7,4,False,False,True,False,False,-0.401582696935595,-0.4347904546328768,2.7911526972702148,-0.426981729678192,Overloaded
207,292,1,33,True,False,False,False,False,-0.566562311573442,-0.5729187976573239,-0.9584363555635198,-0.4214514970352789,Not Overloaded
21941,22741,2,13025,False,False,False,False,True,2.283729377249264,2.2745037666730825,-0.3335048467578974,2.0560927269897826,Not Overloaded
1964,2303,2,498,False,False,False,True,False,-0.33614165742503416,-0.3178443276645203,-0.3335048467578974,-0.3327770770713277,Not Overloaded
195,301,1,14,True,False,False,False,False,-0.5681360439865215,-0.5717772411034028,-0.9584363555635198,-0.42507475290477365,Not Overloaded
1716,2313,2,496,False,False,False,True,False,-0.36866546062867966,-0.3165759314934969,-0.3335048467578974,-0.3331584724260114,Not Overloaded
8063,21358,3,2314,False,False,False,False,True,0.46370784152268285,2.0990845762205477,0.2914266620477251,0.013529904981436412,Not Overloaded
1470,1853,1,352,False,False,False,True,False,-0.40092697509681186,-0.37492215536057283,-0.9584363555635198,-0.36061893796323496,Not Overloaded
214,281,1,42,True,False,False,False,False,-0.5656443009991454,-0.5743140334454496,-0.9584363555635198,-0.41973521793920243,Not Overloaded
927,1084,3,5,False,True,False,False,False,-0.47213836678866467,-0.47246182091227146,0.2914266620477251,-0.4267910320008501,Not Overloaded
1609,1799,2,13,False,False,False,True,False,-0.38269790797863956,-0.3817714946840991,-0.3335048467578974,-0.4252654505821155,Not Overloaded
1196,1084,3,165,False,False,True,False,False,-0.43686053186212986,-0.47246182091227146,0.2914266620477251,-0.39627940362615727,Overloaded
16480,27484,2,8738,False,False,False,False,True,1.5675499849302799,2.876104070589476,-0.3335048467578974,1.2385717842253554,Not Overloaded
251,315,2,6,True,False,False,False,False,-0.56079195939215,-0.5700014864639701,-0.3335048467578974,-0.4266003343235083,Not Overloaded
1125,1022,3,64,False,False,True,False,False,-0.44617178197285096,-0.48032587717261643,0.2914266620477251,-0.41553986903768214,Overloaded
1036,1414,2,64,False,False,True,False,False,-0.45784363070319145,-0.43060474726849957,-0.3335048467578974,-0.41553986903768214,Not Overloaded
